2019-04-28 21:00:31,875 Future/Task exception was never retrieved
EOFError
2019-04-28 21:01:44,079 Future/Task exception was never retrieved
EOFError
2019-04-28 21:10:40,135 Alert : arpspoofing detected [attacker ip/mac : /00:50:56:f3:d9:84] [victim (gateway) ip/mac : 192.168.5.2/00:0c:29:5c:9e:c8]
2019-04-28 21:11:32,180 Alert : arpspoofing detected [attacker ip/mac : /00:50:56:f3:d9:84] [victim (gateway) ip/mac : 192.168.5.2/00:0c:29:5c:9e:c8]
2019-04-28 21:13:08,027 Alert : arpspoofing detected [attacker ip/mac : /00:50:56:f3:d9:84] [victim (gateway) ip/mac : 192.168.5.2/00:0c:29:5c:9e:c8]
2019-04-28 21:14:07,844 Alert : arpspoofing detected [attacker ip/mac : /00:50:56:f3:d9:84] [victim (gateway) ip/mac : 192.168.5.2/00:0c:29:5c:9e:c8]
2019-04-28 21:14:20,946 Future/Task exception was never retrieved
EOFError
2019-04-28 21:36:28,261 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (gateway) ip/mac : 172.20.10.3/00-D4-0C-EF-F3-49]
2019-04-28 21:36:30,292 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (gateway) ip/mac : 172.20.10.3/00-D4-0C-EF-F3-49]
2019-04-28 21:36:32,342 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (gateway) ip/mac : 172.20.10.3/00-D4-0C-EF-F3-49]
2019-04-28 21:36:34,416 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (gateway) ip/mac : 172.20.10.3/00-D4-0C-EF-F3-49]
2019-04-28 21:36:36,454 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (gateway) ip/mac : 172.20.10.3/00-D4-0C-EF-F3-49]
2019-04-28 21:36:51,264 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (gateway) ip/mac : 172.20.10.3/00-D4-0C-EF-F3-49]
2019-04-28 21:38:43,030 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (gateway) ip/mac : 172.20.10.3/00-D4-0C-EF-F3-49]
2019-04-28 21:38:45,049 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (gateway) ip/mac : 172.20.10.3/00-D4-0C-EF-F3-49]
2019-04-28 21:38:47,144 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (gateway) ip/mac : 172.20.10.3/00-D4-0C-EF-F3-49]
2019-05-07 02:40:25,771 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-07 02:40:27,756 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-07 02:40:29,536 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-07 02:40:31,719 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-07 02:40:33,733 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-07 02:40:35,802 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-07 03:01:41,270 Alert : arpspoofing detected [attacker ip/mac : /44:1c:a8:99:d3:93] [victim (ying zhen's physical laptop) ip/mac : 172.20.10.8/44-1C-A8-99-D3-93]
2019-05-07 03:01:43,209 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (ying zhen's physical laptop) ip/mac : 172.20.10.8/44-1C-A8-99-D3-93]
2019-05-07 03:01:45,005 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (ying zhen's physical laptop) ip/mac : 172.20.10.8/44-1C-A8-99-D3-93]
2019-05-07 03:01:47,085 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (ying zhen's physical laptop) ip/mac : 172.20.10.8/44-1C-A8-99-D3-93]
2019-05-07 03:01:49,092 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (ying zhen's physical laptop) ip/mac : 172.20.10.8/44-1C-A8-99-D3-93]
2019-05-07 03:01:51,155 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (ying zhen's physical laptop) ip/mac : 172.20.10.8/44-1C-A8-99-D3-93]
2019-05-08 00:21:53,060 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 00:21:54,735 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 00:21:56,708 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 00:21:58,847 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 00:22:00,865 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 00:22:02,873 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 00:32:44,836 Alert : arpspoofing detected [attacker ip/mac : /08:d4:0c:ef:f3:49] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 00:33:06,951 Alert : arpspoofing detected [attacker ip/mac : /08:d4:0c:ef:f3:49] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 00:33:39,233 Alert : arpspoofing detected [attacker ip/mac : /08:d4:0c:ef:f3:49] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 01:14:35,482 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
2019-05-08 01:14:37,388 Alert : arpspoofing detected [attacker ip/mac : /00:0c:29:5c:9e:c8] [victim (hotspot physical laptop) ip/mac : 172.20.10.3/08-D4-0C-EF-F3-49]
